,phrase,translation
3694,тувтагапаӈкве,застрять где-либо
3695,тувхйтлыгтаӈкве,подбежать туда
3696,тув ёхтуӈкве,прийти туда
3697,тув хӯтувъяӈкве,наклониться туда
3698,количественного аква,один
3699,посредством суффикса н (акван,вместе
3700,) и делительного киттыг,"на двое, пополам"
3701,приставка акван,употребляется часто
3702,акванюрсьхатуӈкве,"объединиться, подружиться"
3703,юрсьхатуӈкве,соединиться
3704,акванлēӈтхатуӈкве,столкнуться
3705,акванконсыгтахтуӈкве,"схватиться, обняться"
3706,консыгтахтуӈкве,схватиться за  что-либо
3707,акванхнтхатуӈкве,встретиться
3708,хтхатуӈкве,найти нужное место
3709,акванхйхатуӈкве,быть равноценными
3710,хйxaтуӈкве,"быть годным для чего-либо, быть достойным"
3711,акванёхталалуӈкве,съезжаться
3712,ёхталлуӈкве,многократно бывать где-либо
3713,акваннтуӈкве,сшить
3714,акванлтуӈкве,соединить (в длину)
3715,лтуӈкве,присоединить  что-либо к чему-либо
3716,акваннвлуӈкве,быть дружными
3717,акванломырлаӈкве,"сморщиться, покоробиться"
3718,от ломырлаӈкве,поморщиться
3719,акванляпамаӈкве,приблизиться друг к другу
3720,ляпамаӈкве,"приблизиться к чему-либо,  куда-либо"
3721,акванлмыгтаӈкве,начать совместную жизнь
3722,от лмыгтаӈкве,начать жить где-либо
3723,лаквтуӈкве,двигать
3724,акванмӯӈкыльтаӈкве,свернуть в клубочек
3725,мӯӈкылтаӈкве,"запачкать, обмазать чем-либо"
3726,акванатхатуӈкве,собраться вместе
3727,атхатуӈкве,"накапливаться, собираться"
3728,акванхартыглаӈкве,стаскивать вместе
3729,киттыгминуӈкве,"разойтись, развестись (о муже и жене)"
3730,киттыгпатуӈкве,разъединиться
3731,киттыгялуӈкве,расходиться и снова сходиться
3732, киттыгтактуӈкве,развести (например руки)
